,num,PET,variation,category,orig_text,clean_text,char_count,word_count,text,label,euph_status
1912,1913,hayat kadını,hayat kadınından,sexual activity,"başarılı bir yapım olduğunu söyleyebiliriz, keza çoğu insanın kafasında yer etmiş Geyşa modelininin safi basit bir hayat kadınından ibaret olmadığını görebilmek bu filmde mümkün. Oyuncular içinde özellikle başroldeki küçük kız acayip derecede",başarılı bir yapım olduğunu söyleyebiliriz keza çoğu insanın kafasında yer etmiş geyşa modelininin safi basit bir hayat kadınından ibaret olmadığını görebilmek bu filmde mümkün oyuncular içinde özellikle başroldeki küçük kız acayip derecede,242,32,"başarılı bir yapım olduğunu söyleyebiliriz, keza çoğu insanın kafasında yer etmiş Geyşa modelininin safi basit bir [PET_BOUNDARY]hayat kadınından[PET_BOUNDARY] ibaret olmadığını görebilmek bu filmde mümkün. Oyuncular içinde özellikle başroldeki küçük kız acayip derecede",1,always_euph
723,724,seks işçisi,seks işçisi,sexual activity,"Senato tarafından onaylanması beklenen tasarıya göre para ödeyerek fuhuş yapanlar ilk yakalandıklarında bin 500, ikinci yakalanmalarında ise 3 bin 750 Euro ceza ödemek zorunda kalacak. Bu suçu işleyenler ayrıca fuhuşun zararları hakkında kurs görmek zorunda olacak. Fransa'da seks işçisi kadınlarının sokaklarda müşteri araması, genelev işletmek ve hayat kadını pazarlamak 2003 yılında yasaklanmıştı.","senato tarafından onaylanması beklenen tasarıya göre para ödeyerek fuhuş yapanlar ilk yakalandıklarında bin 500, ikinci yakalanmalarında ise 3 bin 750 euro ceza ödemek zorunda kalacak. bu suçu işleyenler ayrıca fuhuşun zararları hakkında kurs görmek zorunda olacak. fransa'da seks işçisi kadınlarının sokaklarda müşteri araması, genelev işletmek ve hayat kadını pazarlamak 2003 yılında yasaklanmıştı.",400,52,"Senato tarafından onaylanması beklenen tasarıya göre para ödeyerek fuhuş yapanlar ilk yakalandıklarında bin 500, ikinci yakalanmalarında ise 3 bin 750 Euro ceza ödemek zorunda kalacak. Bu suçu işleyenler ayrıca fuhuşun zararları hakkında kurs görmek zorunda olacak. Fransa'da [PET_BOUNDARY]seks işçisi[PET_BOUNDARY] kadınlarının sokaklarda müşteri araması, genelev işletmek ve hayat kadını pazarlamak 2003 yılında yasaklanmıştı.",1,always_euph
1385,1386,iyi saatte olsunlar,İyi saatte olsun,misc.,"SCARİOLO finale taşıyacak gibi görünüyor. Koçların milliyeti fark etmez, finalde bir İspanyol takımı daha olacak.. İyi saatte olsun Yalçın (Granit) ağabeye bu lafım da. Sonu VİC'li, Yugoslav meraklısı değilim. Bizimkiler erken havlu attıktan sonra",scariolo finale taşıyacak gibi görünüyor koçların milliyeti fark etmez finalde bir ispanyol takımı daha olacak iyi saatte olsun yalçın granit ağabeye bu lafım da sonu vicli yugoslav meraklısı değilim bizimkiler erken havlu attıktan sonra,247,34,"SCARİOLO finale taşıyacak gibi görünüyor. Koçların milliyeti fark etmez, finalde bir İspanyol takımı daha olacak.. [PET_BOUNDARY]İyi saatte olsun[PET_BOUNDARY] Yalçın (Granit) ağabeye bu lafım da. Sonu VİC'li, Yugoslav meraklısı değilim. Bizimkiler erken havlu attıktan sonra",0,sometimes_euph
1375,1376,ince hastalık,ince hastalıktan,illness,"kaybetmiştim onu. İkinci Dünya Savaşı yıllarıydı. Açlıktan,bakımsızlıktan köyümüzden başka insanların da ince hastalıktan öldüğünü hatırlıyorum. Annem son günlerinde,hasta yatağında küçücük kalmış yüzünde iyice belirginleşen hüzünlü",kaybetmiştim onu ikinci dünya savaşı yıllarıydı açlıktanbakımsızlıktan köyümüzden başka insanların da ince hastalıktan öldüğünü hatırlıyorum annem son günlerindehasta yatağında küçücük kalmış yüzünde iyice belirginleşen hüzünlü,232,25,"kaybetmiştim onu. İkinci Dünya Savaşı yıllarıydı. Açlıktan,bakımsızlıktan köyümüzden başka insanların da [PET_BOUNDARY]ince hastalıktan[PET_BOUNDARY] öldüğünü hatırlıyorum. Annem son günlerinde,hasta yatağında küçücük kalmış yüzünde iyice belirginleşen hüzünlü",1,sometimes_euph
458,459,hayata gözlerini yummak,hayata gözlerini yumdu,death,"BDP Eşbaşkanı Gültan Kışanak'ın  annesi Melek Özer, Elazığ'daki evinde vefat etti. Kışanak, Elazığ'a gitmek üzere yola çıktı. 82 yaşındaki Melek Özer, daha önce felç geçirmiş, geçen ay da düşme sonucu kalça kemiği kırılmış ve ameliyata alınmıştı. Ancak ameliyat sonrası sağlık tam olarak durumu düzelmeyen Melek Özer, dün hayata gözlerini yumdu. Melek Özer'in cenazesi yarın Elazığ'a üç kilometre uzaklıktaki Sun köyünde düzenlenecek cenaze töreninin ardından defnedilecek. (ajanslar)","bdp eşbaşkanı gültan kışanak'ın  annesi melek özer, elazığ'daki evinde vefat etti. kışanak, elazığ'a gitmek üzere yola çıktı. 82 yaşındaki melek özer, daha önce felç geçirmiş, geçen ay da düşme sonucu kalça kemiği kırılmış ve ameliyata alınmıştı. ancak ameliyat sonrası sağlık tam olarak durumu düzelmeyen melek özer, dün hayata gözlerini yumdu. melek özer'in cenazesi yarın elazığ'a üç kilometre uzaklıktaki sun köyünde düzenlenecek cenaze töreninin ardından defnedilecek. (ajanslar)",484,66,"BDP Eşbaşkanı Gültan Kışanak'ın  annesi Melek Özer, Elazığ'daki evinde vefat etti. Kışanak, Elazığ'a gitmek üzere yola çıktı. 82 yaşındaki Melek Özer, daha önce felç geçirmiş, geçen ay da düşme sonucu kalça kemiği kırılmış ve ameliyata alınmıştı. Ancak ameliyat sonrası sağlık tam olarak durumu düzelmeyen Melek Özer, dün [PET_BOUNDARY]hayata gözlerini yumdu[PET_BOUNDARY]. Melek Özer'in cenazesi yarın Elazığ'a üç kilometre uzaklıktaki Sun köyünde düzenlenecek cenaze töreninin ardından defnedilecek. (ajanslar)",1,always_euph
2185,2186,tahrik etmek,tahrik edici,sexual activity,saklanmış bizi bulmalarını bekliyorduk aslında saklandığımız yerde bir apartmanın merdiven boşluğu olduğu için tahrik edici bir kokusu da bulunmaktadır. İzmit çok heyecan verici bir şehir. İzmit [...] Merhaba arkadaşlar sizlere ilk seks,saklanmış bizi bulmalarını bekliyorduk aslında saklandığımız yerde bir apartmanın merdiven boşluğu olduğu için tahrik edici bir kokusu da bulunmaktadır izmit çok heyecan verici bir şehir izmit  merhaba arkadaşlar sizlere ilk seks,236,32,saklanmış bizi bulmalarını bekliyorduk aslında saklandığımız yerde bir apartmanın merdiven boşluğu olduğu için [PET_BOUNDARY]tahrik edici[PET_BOUNDARY] bir kokusu da bulunmaktadır. İzmit çok heyecan verici bir şehir. İzmit [...] Merhaba arkadaşlar sizlere ilk seks,1,sometimes_euph
1160,1161,aybaşı,aybaşı,bodily functions,eder. Es Salimi'ye göre; İhtiyar bir kadının kendisini aybaşı döneminde görmesi ecelinin yaklaştığına; küçük kızın aybaşı yani regl olduğunu görmesi evleneceğine işarettir. Bir başka rivayete göre de: Rüyada aybaşı olduğunu gören kimse,eder es salimiye göre ihtiyar bir kadının kendisini aybaşı döneminde görmesi ecelinin yaklaştığına küçük kızın aybaşı yani regl olduğunu görmesi evleneceğine işarettir bir başka rivayete göre de rüyada aybaşı olduğunu gören kimse,235,32,eder. Es Salimi'ye göre; İhtiyar bir kadının kendisini aybaşı döneminde görmesi ecelinin yaklaştığına; küçük kızın [PET_BOUNDARY]aybaşı[PET_BOUNDARY] yani regl olduğunu görmesi evleneceğine işarettir. Bir başka rivayete göre de: Rüyada aybaşı olduğunu gören kimse,1,sometimes_euph
1594,1595,işini bitirmek,işini bitirdi,death,"aşağı indi. Köşkün kapısını usulca açtı. Adamın arkasından yavaşça varıp, sırıkla başına bir darbe indirdi. Orada işini bitirdi . Sonra da başını kesip Yahudilere doğru fırlattı. Bunun üzerine diğer Yahudiler korkuya kapıldılar. ""Bize,",aşağı indi köşkün kapısını usulca açtı adamın arkasından yavaşça varıp sırıkla başına bir darbe indirdi orada işini bitirdi  sonra da başını kesip yahudilere doğru fırlattı bunun üzerine diğer yahudiler korkuya kapıldılar bize,235,33,"aşağı indi. Köşkün kapısını usulca açtı. Adamın arkasından yavaşça varıp, sırıkla başına bir darbe indirdi. Orada [PET_BOUNDARY]işini bitirdi[PET_BOUNDARY]. Sonra da başını kesip Yahudilere doğru fırlattı. Bunun üzerine diğer Yahudiler korkuya kapıldılar. ""Bize,",1,sometimes_euph
1222,1223,dört kollu,dört kollu,death,"bürokratik masanın kaderiyle birlikte yaşamı... Kimbilir belki de bir gün bir yerde kaderine terk edilmiş bir dört kollu görürsem, onunla da paylaşırım yaşamımı... Ben dayanamıyorum kuyruklara,genelde bizim bey otomatik ödüyor .Ama",bürokratik masanın kaderiyle birlikte yaşamı kimbilir belki de bir gün bir yerde kaderine terk edilmiş bir dört kollu görürsem onunla da paylaşırım yaşamımı ben dayanamıyorum kuyruklaragenelde bizim bey otomatik ödüyor ama,231,31,"bürokratik masanın kaderiyle birlikte yaşamı... Kimbilir belki de bir gün bir yerde kaderine terk edilmiş bir [PET_BOUNDARY]dört kollu[PET_BOUNDARY] görürsem, onunla da paylaşırım yaşamımı... Ben dayanamıyorum kuyruklara,genelde bizim bey otomatik ödüyor .Ama",0,sometimes_euph
1597,1598,işini bitirmek,işini bitirdi,death,"sabah serinliği, bir yaşama sevinci gibi kucaklıyordu oysa, sakaların şakırtısı ve sessizlikle birlikte... Kadın işini bitirdi , döndü. Çocuğun elini tuttu, yürüdü kapıcı dairelerinin girişine. Durdum kaldım olduğum yerde. İçimde bildik bir",sabah serinliği bir yaşama sevinci gibi kucaklıyordu oysa sakaların şakırtısı ve sessizlikle birlikte kadın işini bitirdi  döndü çocuğun elini tuttu yürüdü kapıcı dairelerinin girişine durdum kaldım olduğum yerde içimde bildik bir,240,32,"sabah serinliği, bir yaşama sevinci gibi kucaklıyordu oysa, sakaların şakırtısı ve sessizlikle birlikte... Kadın [PET_BOUNDARY]işini bitirdi[PET_BOUNDARY], döndü. Çocuğun elini tuttu, yürüdü kapıcı dairelerinin girişine. Durdum kaldım olduğum yerde. İçimde bildik bir",0,sometimes_euph
1228,1229,dört kollu,dört kollu,death,; kökeni farsça dilinden gelmektedir. Yerel Türkçe anlamı: Kerpiç keserken kullanılan tahtadan yapılmış olan dört kollu taşıma aracı Tahtadan yapılmış küçük sepet. Sedye : Hasta veya yaralı taşımaya yarayan katlanab... A amplitude mod ne,kökeni farsça dilinden gelmektedir yerel türkçe anlamı kerpiç keserken kullanılan tahtadan yapılmış olan dört kollu taşıma aracı tahtadan yapılmış küçük sepet sedye  hasta veya yaralı taşımaya yarayan katlanab a amplitude mod ne,237,34,; kökeni farsça dilinden gelmektedir. Yerel Türkçe anlamı: Kerpiç keserken kullanılan tahtadan yapılmış olan [PET_BOUNDARY]dört kollu[PET_BOUNDARY] taşıma aracı Tahtadan yapılmış küçük sepet. Sedye : Hasta veya yaralı taşımaya yarayan katlanab... A amplitude mod ne,0,sometimes_euph
1670,1671,gaz çıkarmak,gaz çıkarmayan,bodily functions,"kilisesinin rahibi olup çanları aralıksız çalmak demek. Biz kadınlar kendimizi asla sıçmayan, sıçsa da pembe sıçan, gaz çıkarmayan , hijyen timsali insanüstü varlıklar olarak göstermeye bayılırız. İşin çok daha kötüsü, buna kendimiz de inanırız.",kilisesinin rahibi olup çanları aralıksız çalmak demek biz kadınlar kendimizi asla sıçmayan sıçsa da pembe sıçan gaz çıkarmayan  hijyen timsali insanüstü varlıklar olarak göstermeye bayılırız işin çok daha kötüsü buna kendimiz de inanırız,245,34,"kilisesinin rahibi olup çanları aralıksız çalmak demek. Biz kadınlar kendimizi asla sıçmayan, sıçsa da pembe sıçan, [PET_BOUNDARY]gaz çıkarmayan[PET_BOUNDARY] , hijyen timsali insanüstü varlıklar olarak göstermeye bayılırız. İşin çok daha kötüsü, buna kendimiz de inanırız.",1,sometimes_euph
1163,1164,birlikte olmak,birlikte olmuşlardı,sexual activity,"aslında. Ali'ye hiçbir zaman söyleyememişti ve Selma'nın da bu konuda tek kelime etmediğini biliyordu. Birkaç kez birlikte olmuşlardı . Selma'nın yatakta da birden fazla hali vardı. Kimi zaman aşırı coşkulu, kimi zaman fazlasıyla sakin, duygusal. Emre",aslında aliye hiçbir zaman söyleyememişti ve selmanın da bu konuda tek kelime etmediğini biliyordu birkaç kez birlikte olmuşlardı  selmanın yatakta da birden fazla hali vardı kimi zaman aşırı coşkulu kimi zaman fazlasıyla sakin duygusal emre,251,36,"aslında. Ali'ye hiçbir zaman söyleyememişti ve Selma'nın da bu konuda tek kelime etmediğini biliyordu. Birkaç kez [PET_BOUNDARY]birlikte olmuşlardı[PET_BOUNDARY] . Selma'nın yatakta da birden fazla hali vardı. Kimi zaman aşırı coşkulu, kimi zaman fazlasıyla sakin, duygusal. Emre",1,sometimes_euph
271,272,engelli,engelli,physical/mental attributes,"Bolu Valiliği Basın ve Halkla İlişkiler Müdürlüğü'nden yapılan açıklamada, ulaşımda yaşanan zorluklar nedeniyle il genelindeki kamu kurumlarında çalışan engelli, hamile memur ve diğer kamu görevlilerinin aynı gün idari izinli sayılacağı belirtildi. 100.000$ Sanal Para ve Eğitim Rehberi ile Forex’i Ücretsiz Öğrenin! 2016 Yılı 4.Çeyrek Kâr/Zarar Oranı: %18 / %82 Etiketler: Bolu , memur , Gerede","bolu valiliği basın ve halkla i̇lişkiler müdürlüğü'nden yapılan açıklamada, ulaşımda yaşanan zorluklar nedeniyle il genelindeki kamu kurumlarında çalışan engelli, hamile memur ve diğer kamu görevlilerinin aynı gün idari izinli sayılacağı belirtildi. 100.000$ sanal para ve eğitim rehberi ile forex’i ücretsiz öğrenin! 2016 yılı 4.çeyrek kâr/zarar oranı: %18 / %82 etiketler: bolu , memur , gerede",396,55,"Bolu Valiliği Basın ve Halkla İlişkiler Müdürlüğü'nden yapılan açıklamada, ulaşımda yaşanan zorluklar nedeniyle il genelindeki kamu kurumlarında çalışan [PET_BOUNDARY]engelli[PET_BOUNDARY], hamile memur ve diğer kamu görevlilerinin aynı gün idari izinli sayılacağı belirtildi. 100.000  Sanal Para ve Eğitim Rehberi ile Forex’i Ücretsiz Öğrenin! 2016 Yılı 4.Çeyrek Kâr / Zarar Oranı: %18  /  %82 Etiketler: Bolu , memur , Gerede",1,sometimes_euph
1803,1804,üç harfli,üç harfli,misc.,"her şeyi yapabileceği, herkesin kendini bulunmaz bir hint kumaşı gibi zannettiği, bu son yüzyılın en büyük sınavı üç harfli ego. Emekte yok. İnsan isterse her şeyi yapabilir. YAŞLANMAKTAN KORKMUYORUM Yaşlanmaktan korkmuyorum artık.",her şeyi yapabileceği herkesin kendini bulunmaz bir hint kumaşı gibi zannettiği bu son yüzyılın en büyük sınavı üç harfli ego emekte yok insan isterse her şeyi yapabilir yaşlanmaktan korkmuyorum yaşlanmaktan korkmuyorum artık,231,32,"her şeyi yapabileceği, herkesin kendini bulunmaz bir hint kumaşı gibi zannettiği, bu son yüzyılın en büyük sınavı [PET_BOUNDARY]üç harfli[PET_BOUNDARY] ego. Emekte yok. İnsan isterse her şeyi yapabilir. YAŞLANMAKTAN KORKMUYORUM Yaşlanmaktan korkmuyorum artık.",0,sometimes_euph
408,409,hamileliği sonlandırmak,hamilelikleri sonlandıran,death,"""Miferprex  adlı etken maddeyi içeren ve iki aylığa kadar hamilelikleri sonlandıran ilaç ,  henüz Türkiye’de yok .""","""miferprex  adlı etken maddeyi içeren ve iki aylığa kadar hamilelikleri sonlandıran ilaç  henüz türkiye’de yok",110,15,"""Miferprex  adlı etken maddeyi içeren ve iki aylığa kadar [PET_BOUNDARY]hamilelikleri sonlandıran[PET_BOUNDARY] ilaç,  henüz Türkiye’de yok.""",0,sometimes_euph
758,759,siyahi,siyahi,physical/mental attributes,"Asker gibi giyinen, silahlanmış National Socialist Movement adlı hareketin Florida ayağında 10’ar 20’lik yerel ""gönüllüler"" eğitimler düzenleyerek, siyahilerden gelebilecek ırkçı bir ayaklanmaya karşı savunma amacıyla hazırlandıklarını söylüyorlar. ""Yaptıklarımız tamamen Florida kanunlarına uygun"" diyorlar. ABD ’nin Oklahama eyaletinde de üç siyahi öldürüldü, iki siyahi yaralandı. Polis saldırılarda nefret suçundan şüpheleniyor. Etiketler: ABD","asker gibi giyinen, silahlanmış national socialist movement adlı hareketin florida ayağında 10’ar 20’lik yerel ""gönüllüler"" eğitimler düzenleyerek, siyahilerden gelebilecek ırkçı bir ayaklanmaya karşı savunma amacıyla hazırlandıklarını söylüyorlar. ""yaptıklarımız tamamen florida kanunlarına uygun"" diyorlar. abd ’nin oklahama eyaletinde de üç siyahi öldürüldü, iki siyahi yaralandı. polis saldırılarda nefret suçundan şüpheleniyor. etiketler: abd",447,51,"Asker gibi giyinen, silahlanmış National Socialist Movement adlı hareketin Florida ayağında 10’ar 20’lik yerel ""gönüllüler"" eğitimler düzenleyerek, [PET_BOUNDARY]siyahi[PET_BOUNDARY]lerden gelebilecek ırkçı bir ayaklanmaya karşı savunma amacıyla hazırlandıklarını söylüyorlar. ""Yaptıklarımız tamamen Florida kanunlarına uygun"" diyorlar. ABD ’nin Oklahama eyaletinde de üç siyahi öldürüldü, iki siyahi yaralandı. Polis saldırılarda nefret suçundan şüpheleniyor. Etiketler: ABD",1,sometimes_euph
